Listing Id|Review 1|Review 2|Review 3|Review 4|Review 5|name|neighbourhood|room_type|picture_url|listing_url
217498|Convenient, private, and clean.  You'll enjoy your stay and be located where public transport is just outside your door.  A lovely place to stay|This was a great place to stay.  Very private and comfortable.  |Overall our stay was pleasant. It was a lovely place and pretty cozy as a basement apt.  We were thankful that they respected our privacy and made our stay comfortable with provided coffee and towels and toiletries (although some of the shampoocontainer bottles were nearly empty and we had to use a combo of a few btwn the both of us). Having the list of places that are 5 mins walking distance was also great (we really enjoyed Devlin's!)  A few things to keep in mind though. I drive a big sized SUV and parking was pretty terrible. Three cars are supposed to be sharing the space but I literally had to jam my car into the last spot available, parking diagonally on the grass. The next morning, there was another car parked behind the second car making it even more difficult to back out. Nearly impossible even with my bf helping me back out. I wished I had known that the parking space was really tight..anything bigger than an SUV will not fit. Also, there are no windows, so no natural light. Make sure to set several alarms to help wake up. Also phone reception was really bad bc it was the basement, although Wi-Fi worked great. The apt was absolutely freezing when we walked in and we could not change it. Thankfully there were throw blanket that we used around the apt. Lastly, there is no room in the bathroom to place any of our stuff, even it was a really inviting bathroom. Just no countervanity space. Had to move around a lot of stuff to make some room. Same with the bedroom, it would of been nice to maybe have a dessert next to the bed? I pulled in the desk chair to use  as a night stand. The bed was also not very comfortable personally.  But it was a pleasant and homey stay. It definitely served its purpose as for 2 night stay in Boston.|I enjoyed my stay at Deepti and Michael's downstairs-apartment. It was clean and quiet and had everything I needed. The space is so big it would be perfect for a couple. The location was very nice, as it had close access to restaurants and public transportation if needed.   Ken|This was our first time staying in an Airbnb.  Deepti and Michael's place is absolutely beautiful!  It was very convenient for us to be able to stay there while visiting my son who attends college nearby.  We highly recommend it for anyone looking for something beautiful, spacious, clean and convenient to public transportation.  Deepti and Michael were very easy to communicate with and gave us very clear instructions on parking and getting into the apartment.  |Private bedroom, bath and lounge.|Brighton|Private room|https://a0.muscache.com/im/pictures/2376614/7baffe3f_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/217498
1141522|It was nice for the price. The only two things we wish we knew about were that there is one shared bathroom for the entire house, and it is located at the bottom of really loud stairs. Also, it wasn't 5 minutes from downtown! Other than that it was good. |Wonderful place, convenient and walkable from the Airport T, great restaurants in the area, major shopping (Walgreens, Target, Grocery stores, etc.) 5 blocks.   I will stay here any time I fly into Boston thru Logan.  This is my second home.  P.S. you will love Izzy and Lina.  They are awesome...||Izzy's place is super continent to the airport and his direction is clear. The place is easy to find and very good for catching early flights. Thanks Izzy!|Izzy was very accommodating, he suggested me a several nice restaurant. Extremely neat and clean room. Location is very convenient. I would definitely stay there again. Thanks.|5min to Downtown Boston, walk to T |East Boston|Private room|https://a0.muscache.com/im/pictures/19725745/3b4db7fd_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1141522
3615760|Nice apartment, great location|Great stay. Rich is very responsive as well. |Great cozy place!|Great place close to airport. |Our stay at Richard's place was great! He was very communicative and made check-in a breeze. |Cozy apartment in ideal location|East Boston|Entire home/apt|https://a0.muscache.com/im/pictures/45539112/1bfc2a01_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/3615760
4263736|,,jonathan,,|Jonathan was a great host. His house was also beautiful!|Jonathan was very friendly and pleasant.  The house is great.  Everything was very clean.  I loved my room.  Comfortable bed.|Nice place, great host.|Jonathan er virkelig en fantastisk vrt, super hjlpsom og imodkommende. Man kunne ikke f bedre. Han har tnkt p alt, inklusiv sutsko og kort til lokal omrdet med forskellig anbefalinger.   Vrelset er stort og pnt med meget god lys. Omrdet er rolig og lejeligheden lgger kun omkring 5 minutters gtur fra en metrostation. Jeg vil sikkert anbefale stedet. |Brownstone Master Bedroom Suite|Roxbury|Private room|https://a0.muscache.com/im/pictures/60240207/ae36bac2_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/4263736
11760822|Great neighborhood great apartment great host|Very enjoyable stay. Quiet and clean and spacious. Easy to reach host. About a 35-40 min subway ride to downtown.|Misha's apartment was spacious, well furnished and very conveniently located.|Misha was an amazing host. His living quarters was clean, neat, and very hip. Although I didn't have the pleasure of meeting Misha, he was easily assessable and a great communicator.  Misha was patient and understanding with me as I made a big error, which was rectify. I would definitely recommend his apt any time you're in Boston . |Beautiful place, everything it says it is.|Perfect Boston City Flat near BCBU, T-stop shops|Brighton|Entire home/apt|https://a0.muscache.com/im/pictures/fb655047-88e4-425a-a635-be3e4a5cf96a.jpg?aki_policy=large|https://www.airbnb.com/rooms/11760822
2683284|It was great! no hassles.|Great location, very clean apartment, easy access.|South End is a great choice for visiting Boston. Surrounded by some of Boston's best restaurants, lovely brownstones, and easy access to other neighborhoods and sights. Kevin was a helpful host, plus the apartment was roomy and well equipped. |A great stay in a convenient location|Beautiful place and a great location. |Sleek and Modern in the South End|South End|Entire home/apt|https://a0.muscache.com/im/pictures/35703531/f5d2f7f3_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/2683284
13594886|Lovely apartment in a great neighbourhood. Ridiculously close to the airport, Perfect for an in and out|Great place! Awesome location, surprisingly quiet (given the nearby airport). Friendly hosts, clean apartment, easy check inout process!|Andrea and Tivan were very welcoming and accommodating. They let us check in early and gave us advice on the best ways to get around the city.  They even offered me boots when it was snowing.|Overall Tivan and Andrea are good hosts |Me and my friend had a great stay at Andrea and Tivan's. They were excellent hosts and their apartment was lovely. The location provides great transport links to the city and the airport. Would highly recommend the tiramisu from the La Sultana bakery beside the subway station. We would definitely stay again ! |Modern Guest Room near Airport + Downtown|East Boston|Private room|https://a0.muscache.com/im/pictures/87c27f97-7033-4f26-bc70-2ac3e1a32d60.jpg?aki_policy=large|https://www.airbnb.com/rooms/13594886
336946|Very well appointed and the host did everything he could to make us feel comfortable throughout our stay!|Quiet neighborhood.  Peaceful back patio.  Compact, but comfortable. Andree contacted us to let us know that she was available if we needed anything.  Close to the T for transportation is no car is available.  Lovely garden out back.|House is in a nice location outside of Boston. Within walking distance of the T station. House was quiet, clean, well kept, and has personality. Fair price and would definitely use this place again. Thanks Andree for being such a gracious host!|This is a comfortable and homey studio within easy striking distance of downtown.   Thanks to our host for having flexible sleeping arrangements. There's a bed, futon and sleeping pad with sheetspillowblankets for a toddler or small child. The dividing wall meant we could put our son to bed and still sit outside or quietly in the bedroom area. This sleeping arrangement would be even more ideal with a younger toddlerbaby sleeping more soundly than our two-year-old, or a preteenteen who doesn't go to bed early.  Andree has a lovely patio and garden. Parking was great (right in front of the door) and the neighborhood felt very safe.  We went on early AM walks with our toddler (6:45 AM!) and neighbors were friendly.  In the hot weather, we appreciated that the AC and dehumidifier were available and running when we arrived. There are thoughtful amenities like children's toys, guidebooks, a metro card, pots and pans and basic kitchen items (coffeetea) as well. We never lacked for anything.  It's fantastic that this home is powered by solar energy.|First let me start by saying this place was PERFECT. This being our first time in Boston, I would definitely recommend this place to everyone. I felt comfortable the moment I drove up to the house. We loved the welcoming sign and how quickly Andree responded to us when we had any questions. The place was extremely cozy. Perfect for my husband and I. Secondly, THE LOCATION couldn't have been better. We were literally 20 mins from everywhere we needed to be. Hands down will definitely will stay here again.  Thank you Andree |Sweet, Solar, Garden Apartment|Jamaica Plain|Entire home/apt|https://a0.muscache.com/im/pictures/65028753/cf942252_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/336946
4190704|Kimberly is attentive and straight forward.  The apartment is in a fabulous location, is clean and adorable.|Good location and great communication.|Kimberly's studio apartment was in an excellent, neat and clean condition, being newly renovated.  It was very convenient for my stay in Boston, and I was very satisfied with my stay.|The apartment is clean,modern and convenient.  The owner was very accommodating. Will definitely stay here again. |Super plek midden in Boston. Bijna op de metro, die hoor je dus ook af en toe. Goede voorzieningen en groot zat voor een stel. Prima plek voor een stedentrip. Tip; pak de fiets voor in de stad, dat is helemaal makkelijk! |Bright  Cozy Studio Apartment in Theater District|Downtown|Entire home/apt|https://a0.muscache.com/im/pictures/2a09d63d-b9e2-4b1b-aa23-8b4ab2a4c6f6.jpg?aki_policy=large|https://www.airbnb.com/rooms/4190704
12269155|Stayed at Richard's place this past weekend and loved it! Such a warm and cozy place and our host thought of absolutely everything to make our stay comfortable. The place was absolutely spotlessly clean also! Close to everything in Boston's famous North end. We absolutely loved it and are definitely hoping to stay again next time we visit Boston.|Richard was a great host. Great location!|very nice apartment at a great location ! richard was veryhelpfull and i enjoyed my stay there|Richard was totally accommodating and great to works with,|This apartment is in a great location for a stay in the North End. Richard was very easy to communicate with and we had a great time! |Boston Apartment (North End)|North End|Entire home/apt|https://a0.muscache.com/im/pictures/eac233f0-158f-4d4e-a992-3c53fd1bb964.jpg?aki_policy=large|https://www.airbnb.com/rooms/12269155
210097|We enjoyed our stay at Maria's cozy nook. You can't beat the location and her hospitality. Very prompt and professional.|I had an amazing stay at Treetop Haven! Location, house amenities, everything was perfect! Thank you Maria Elena for your hospitality!|The neighbourhood is great. My favourite bit of Boston.|it was very nice and pleasant. Maria was great and hospitable and a great hostess! |Maria Elena was an excellent host and the room was spotless, very quiet with a beautiful terrace. Very close to public transport. The perfect place to stay in Boston.|Treetop Haven in the City|Jamaica Plain|Entire home/apt|https://a0.muscache.com/im/pictures/3726439/e4e357b6_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/210097
15535385|Great location !|Great place to rest !   !|A nice place with great views of the skyline of Boston!!|Very good location near to Boston airport|Perfect place to stay! Cheap, close to the airport and center of Boston!|Cozy Room near Airport and Downtown with Breakfast|East Boston|Private room|https://a0.muscache.com/im/pictures/dc5fecda-472c-4a97-8c95-3400af99f7ad.jpg?aki_policy=large|https://www.airbnb.com/rooms/15535385
766700|Stellar location right along the Freedom Trail. Amazing access to North End Italian fare and so close to the 24hr Bova's Bakery!  Slim walk up to the fourth floor but so nice no one is above you.   Place has all the basic requirements and the AC was key in the warm July weather.  Would happily stay again! Can't beat the location. Only 15 mins from Logan airport (by car).|Cozy apartment at an unbeatable location!|Great location and lovely apartment! |The apartment was nice, clean and well located.  Thank you Jose|Good communicatoon. Nice place and fantastic location.| Historic  Private 1BR  Walk to Sites  MBTA|North End|Entire home/apt|https://a0.muscache.com/im/pictures/65139300/75191352_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/766700
15374913|Great place to stay |This was exactly what we needed for a quick night close to the airport! It was was an easy 5-7min uber drive away.  Everything was clean and even left little chocolates for us :) Thanks again for having us.|Great stay, very communicative. |Great place and super clean. Loved it.|Great host, nice place. Audrey is very helpful, and nice person. |Bright Modern Home - Near Airport|East Boston|Entire home/apt|https://a0.muscache.com/im/pictures/1de5654b-c3a4-4c49-9b7c-1de9abdc5150.jpg?aki_policy=large|https://www.airbnb.com/rooms/15374913
3410087|Great location. |Great location!|Great place! Great location!|Great studio in a perfect location, would stay here again!|Everything was as described. Location is great.|Back Bay Boston Studio|Back Bay|Entire home/apt|https://a0.muscache.com/im/pictures/51249601/c7a7185e_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/3410087
6823017|Clean, quiet, and comfortable. Perfect for a quick stay. Thanks Joe!|This was my first time in a shared-bath Airbnb and it was fine.  Joe's place was super clean and the building and the street was very quiet.  During the Head of the Charles weekend when discount hotel rooms were 200+, this was a great deal.  Having a locked room for my suitcase before check-in time was a major reason for me choosing this location and it worked out perfectly.|Stayed one night and it was super easy to check in and check out|Everything was great except the check-in. I was given a wrong code for the lock so I was not able to enter the house. Despite of this fact the room was very clean, cozy and I enjoyed staying there.|Nice Clean Spacious Room. Very pleasent stay |Allston, Close to Harvard Business School + BU A|Allston|Private room|https://a0.muscache.com/im/pictures/f92c011d-9ae2-4541-a5f0-d035dfb70879.jpg?aki_policy=large|https://www.airbnb.com/rooms/6823017
6292261|Great location and accommodation, right in the heart of everything.  Thanks Gustavo; we will be back!|The location is close to the center.|Super accueuil, maison tres chaleureuse et cossue, extremement bien situe... je recommande vivement ! Gracias Gustavo por todo !|I never got to meet Gustavo, but he was cordial and helpful over his messages. The room was clean, bright and welcoming. The location was prime; walking distance to all the best places in boston.|This was an awesome stay and great location! Everything was so clean and nice! Gustavo was a perfect host and I will definitely be back!!!!|In the Heart of Boston too!!|Bay Village|Private room|https://a0.muscache.com/im/pictures/816eea72-c094-4707-9c32-e75b6df1f78e.jpg?aki_policy=large|https://www.airbnb.com/rooms/6292261
708802|Marie was very welcoming and the apartment is in a great location.  We enjoyed our stay.|Great location.  Comfortable and very rasonably priced.  Boston can be very expensive.|We had an enjoyable stay and Marie was helpful|It was clean and comfortable in a great location! Gerard and Marie were very helpful and keep the duplex in great shape. |It was an amazing place to stay!|Boston  Charlestown Apartment|Charlestown|Entire home/apt|https://a0.muscache.com/im/pictures/9611597/4299acac_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/708802
1544702|We stayed here for 3 days, this place are too amazing, the hosts are so kind. We definitely come back again while we travel in Boston.|!Barney|Everything was perfectly organized. They have sent me detailed  information about parking in advance which was very helpful. The place was very clean. Tea, coffee, Muffins and more.... Safe neighborhood. I can recommend it to everyone...|Simply fantastic. Great value.  Beautiful home, comfy bed, brilliant facilities and wonderful location.  So easy to book, check in and check out.  Highly recommended. Thank you!!|CarneyFamily is a super cool place to stay!From decorations to facilities, it can give you a real feeling of being at home! It's pity that we only stay there one night, but we will definitely come back and recommend others stay here! |Mary's Ocean View Metro Downtown|Dorchester|Private room|https://a0.muscache.com/im/pictures/32617232/4cc8ce62_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1544702
12648403|Very cozy but great location. |Cozy but great location!  Host very prompt with communication which I always appreciate.  Recommend Jj's place to stay.|This space has great access to public parks when you need some fresh air or room to stretch out. |Great location and Jj was a good host that helped out when we required! |Location was the best. |Location: Amazing --- Cozy Beacon Hill Nook|Beacon Hill|Entire home/apt|https://a0.muscache.com/im/pictures/782784d4-ef59-438c-85c8-182ede77ebb7.jpg?aki_policy=large|https://www.airbnb.com/rooms/12648403
5976821|Fabulous! Had a great time!|Julie is amazing host!! The place was so lovely :)|Great place with a wonderful host. You should definitely stay with Julie. |Fantastic location and a great place.   Julie is a wonderful host. |Julie was a wonderful hostess!|Heart of the South End Near It All!|South End|Shared room|https://a0.muscache.com/im/pictures/77286936/cb5337b6_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/5976821
6326257| It was all great |Place was unreal. Owner was crazy helpful. Perfect location and seamless. Booked the day before and could not have been more pleased with apartment and location.|Jason's place was perfect! Location couldn't have been more central to EVERYTHING, walking distance to all sights, making it extremely convenient for sightseeing in Boston. Also, just steps from the metro, which gets you to Harvard Yard in no time. Check-in was a breeze and Jason was very helpful. The property itself was immaculate and gorgeous. It really gives you that Boston brownstone feel and the furnishing was top notch. Beds were large and comfy, sheets and pillows clean and cozy. Kitchen was setup for entertaining and well stocked. Spent lots of time relaxing in the Living space after long days of sightseeing, as it was well setup with plenty of comfy seating. Internet worked great and allowed us to keep up with our business. Def. would stay again and recommend.|Very nice apartment and location was excellent.  Everything was exactly as described.  We arrived early and left our luggages in the lobby and the cleaner helped to take them up before we arrived which was very nice as they were extremely heavy! Would surely recommend to others.|Jason's apartment is centrally located in Boston, very close to the T station, and the apartment was beautiful, clean, and well-decorated. The beds were also very comfortable! I would definitely stay again, whether for business travel, as I was on this occasion, or for personal travel as well. |Renovated 2BR  1.5BA on Charles St|Beacon Hill|Entire home/apt|https://a0.muscache.com/im/pictures/83903750/5516e444_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6326257
2843596| Monique |Monique and the room were great. Thank you|It is same what i read in AirBnB|Monique and her husband were nice,kind,and respectful . The room was very clean. Comfortable:)|Monique and her husband were extremely welcoming, generous and super friendly. I had a very enjoyable stay.|Perfect for BCECSeaport|South Boston|Private room|https://a0.muscache.com/im/pictures/c77ffa32-14bd-4e04-b6c6-86f97e56ed51.jpg?aki_policy=large|https://www.airbnb.com/rooms/2843596
6870366|Thank you Bernie|Great place, great host. I unfortunately did not have time to take full advantage of the building amenities due to travel constraints. Recommended!|I love staying with Bernie when in Boston! His place is clean and tidy. I highly recommend his apartment.|Nice place, I had a great night's sleep. Bernie was friendly and helpful. Great communication. Would stay again. |Bernie was a very prepared and accomodating host. Great location for people needing to visit BIDMC- it's basically right on the campus. Extremely clean and comfortable with fun views! Would highly recommend to everyone! |High-rise room, convenient environs|Longwood Medical Area|Private room|https://a0.muscache.com/im/pictures/90862603/c81c6643_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6870366
568234|Margaret was a wonderful host!  The house is really lovely, and the neighborhood is great.  |Great house in a wonderful neighborhood . Margaret was lovely and very accommodating .|My daughter and I enjoyed a fantastic two night stay at Margaret's lovely home. Margaret is a warm and welcoming host. She was very helpful with recommendations of things to see and do in both her neighborhood and Boston. When we arrived, we safely parked our car at her house and did not use it again until we left. Her house is located in a convenient, quiet, walkable neighborhood. We could easily walk to the T in less than ten minutes. From there it took only about 20 minutes to get into downtown Boston. We were also able to walk to a nearby street with several hip and fun coffee shops, restaurants and retail stores. I highly recommend her home and look forward to returning on my next trip to Boston. |This is our second time with Margaret, and she provides such a welcoming and comfortable space.   Access to the T is easy - just a 10 min. walk which is nothing in Boston area.   Highly recommend but just hope someone else doesn't book her before we get a chance to our next trip to the area!   :-)  |Great option and a very pleasant stay. Margaret is lovely and kind. Recommended.|ParkingPvt BathHip Neighborhood!|Jamaica Plain|Private room|https://a0.muscache.com/im/pictures/7014588/ec4ea8a2_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/568234
1648950|great!|great|Great place!|Fantastic apartment.  Great location.  Thank you, Christopher!|Very efficient, place is clean, great location.|Beautiful 1 Bedroom in Beacon Hill|Beacon Hill|Entire home/apt|https://a0.muscache.com/im/pictures/24342680/ad568e2c_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1648950
2658094|Great place and location!! Would stay here again. |Great location and comfortable beds.  |Great space and location!|Place is in a great location and is easy to get in and out.  Would stay again!|We did had a great experience. The apartment was what we expected and the area too.  |Boston  Little Italy 2 Bdrms  (H2D)|North End|Entire home/apt|https://a0.muscache.com/im/pictures/947a8366-c0fb-4fe1-82fc-cc5f789a3687.jpg?aki_policy=large|https://www.airbnb.com/rooms/2658094
13393418|Great place!|Great place! |Great place to stay at.|Perfect place for airport |The place was nice and very close to the airport. |*Spacious 1 Bedroom near Boston AirportTDowntown|East Boston|Entire home/apt|https://a0.muscache.com/im/pictures/50ce1716-6cee-43a5-863d-6383cc5d817b.jpg?aki_policy=large|https://www.airbnb.com/rooms/13393418
5844314|Nous avons ador : la chambre, la maison, la proximit des transports, le prix de la chambre, les commodits (chambre bien quipe, wifi, salle d'eau, machine  caf  disposition...), le soin apport  la propret des espaces communs et l'attention particulire qui avait t apporte  notre chambre pour le couchage de notre enfant, un petit guide de boston mis  notre disposition, picerie  proximit,...  Attention  l'picerie Cappy's, qui essaye de voler et d'escroquer les petites familles en comptant plusieurs fois les articles  la caisse ! Prfrez l'picerie d'en face qui est une petite affaire familiale !  La sortie de mtro est un peu prilleuse en soire...nous ne nous y sommes trs rarement risqu avec notre enfant aprs la tomb de la nuit.|The room is good but the location is quite far away from Metro|Everything was in a good shape. Very warm.|Room as described. Host was pleasant and accommodating. Place was fairly clean. Would stay there again!|The whole experience was wonderful. The room was very nice and big. I would definitely come back if I'm ever in Boston again. |Walk To The Beach or City 1|Dorchester|Private room|https://a0.muscache.com/im/pictures/7ba3fe03-0042-4ae4-9e36-0dba2f9593cf.jpg?aki_policy=large|https://www.airbnb.com/rooms/5844314
9180947|Had a great stay! Very comfortable!|Liesl was very kind and responsive, and the apartment was in a great location. We had a blast on our short stay! |  Great location, we had a very nice stay.|Great location and it's quiet. Will stay here again ifwhen we return to Boston.|Liesls place was super cute and in a great location! I'd definitely stay there again.|Back Bay Gem 1  Restaurants, Shops,Hynes,Location!|Back Bay|Entire home/apt|https://a0.muscache.com/im/pictures/3e9705ed-4ad8-463f-a175-4ba01199741d.jpg?aki_policy=large|https://www.airbnb.com/rooms/9180947
3749523|Context: 3 adults and 1-year old child (2 other adults cancelled at last minute) Location  was excellent. 15 minute walk to heart of Boston; 10 mins to Subway station; Wholefoods and bakery on your doorstep.  Roku box came in handy on quieter evenings. Nicolo was very responsive when we had questions.  Value for money was questionable based on issues found: 1. Floors were in need of a wash. Not noticeable for adults but with a crawling infant it quickly became clear from the blacks marks on clothes.  2. Oven was dirty - looked like it had been cleaned poorly in the past.  3. There were no air-conditioning units downstairs. Heat from the kitchen meant it was uncomfortable at times. Floor-level fan was available however we were unwilling to use it due to having a crawling infant. |This is a beautiful home. Communication with Nicolo was great, quick to respond to any questions. We also had access to the housekeeper, Dorothy who we had the pleasure to meet one day, what a lovely lady.  She was also quick to answer any questions we had and offered suggestions for local places to eat. Access to the house is keyless, very easy and very secure. Traveling with 3 teens, 19, 17 and 14, this house had all the space we needed! The beds were very comfortable, linens were clean, plenty of extra towels, 3 bathrooms was a bonus! Washing machine and dryer in the basement, ice maker in the freezer, TV's in the bedrooms. The kitchen is big and has everything you need if you chose to cook in. We loved the outdoor setting on the front porch, for morning coffee and breakfast and then again in the evenings to relax after long days out. The location is fantastic! We parked the car and did not use it again until it was time to leave - 5 days later! The orange T is about a 7 minute walk, if you time it right you can be downtown in 20 minutes or less. Public transportation is easy, we never waited more than 6 minutes for a train. We walked a lot, Freedom Trail etc, and really enjoyed just walking around the neighborhood seeing all the old houses. We ate out at a few places near the house and the North End is a short walk which has many, many dining options. We would absolutely stay with Nicolo again. Thank you for the wonderful stay.|Great place!|Great stay.  Location was convenient and the house was exactly as described.  |Super friendly host and a great place to stay!|Grand Colonial in Historic Boston.|Charlestown|Entire home/apt|https://a0.muscache.com/im/pictures/f47400fb-e82c-4ac4-8039-6874c90a90a9.jpg?aki_policy=large|https://www.airbnb.com/rooms/3749523
3602379|El departamento es tal como lo anunciado y Alex fue muy amable con nosotros.  Si uno no anda en automovil, el barrio no es muy bueno.|The place was beautiful and comfortable, has everything you need, and Alex was very welcoming and accommodating |Alex's place is very nicely decorated, clean, warm and homey. The kitchen has everything you need. And the manual was helpful. Note to future travelers- While did not have an issue with the neighborhood  of Roxbury, it may not be for everyone.  |Alex was very accommodating and easy to reach with questions. Place was perfect for running the Boston Marathon |Nice clean place with nice amenities|Modern, Spacious 1BR by T! Sleeps 4|Roxbury|Entire home/apt|https://a0.muscache.com/im/pictures/52298935/6e65bc30_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/3602379
4583526|TriciaBoston,,2.65,,,,,,Tricia,|Hi Tricia, It was a great week in Boston in your house. Alf of us  have good experiencies in Jamaice Plane.|Just wonderful! Will stay there again!|The house is really clean and tidy! Tricia was really nice for our stay! I highly recommend it to you all! |Tricia is a wonderful host! Her place is very spacious, beautiful and clean. If you're coming to Boston with a group this is a great place to stay!|Lovely private 4 bedroom apt|Jamaica Plain|Entire home/apt|https://a0.muscache.com/im/pictures/59111085/0466629b_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/4583526
3727560|Quiet neighborhood a short Uber ride to the city.|Shelley was very friendly and wellcoming. I had a ggod time in Boston. |Shelley is really friendly person, she treated us like her family. Wish you all the best.|Wonderful house and housekeeper!|Very friendly host, gave great tips to us out of state folks. |Charming 1BD in house|Roxbury|Private room|https://a0.muscache.com/im/pictures/48832597/020cfb88_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/3727560
14591627|john!!!!!John!!!,!!!!|John is a great host and the room and facilities are excellent.   |The accommodations were great and John was a very gracious host. |John was a great host, friendly and helpful. Definitely recommend!|Great location in Boston for just about anything. John is very friendly and was an excellent host |Spacious South End with Private en Suite Bathroom|South End|Private room|https://a0.muscache.com/im/pictures/8975818c-960b-48b8-9989-b650710d7d01.jpg?aki_policy=large|https://www.airbnb.com/rooms/14591627
4573388|Perfect location in Boston. The place was clean and just as described. My family and I felt safe and comfortable. We loved our stay and would definitely recommend. |The apartment is incredibly located in the heart of Little Italy. It's a perfect amount of space, and our group of 6 fit perfectly! There were a few minor issues; 1. When checking in, we somehow weren't on the reservation list, even though I'd called the day before per instructions. But, thankfully Dror was there and sorted everything out! 2. Even though our reservation was for 6 people, and the apartment easily accommodated us, there were only 4 towels. All in all, would absolutely recommend!|Very nice apartment. Great location|Our stay in this apartment was very good. |Listing was great. Was there for a business trip and would pick this place going forward over a hotel. Super convenient and close to downtown|Best Boston location, 2BR (M 3)|North End|Entire home/apt|https://a0.muscache.com/im/pictures/62666993/79ee754a_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/4573388
14274311|Perfect place, great situation !|Great apartment, impeccably clean and equipped.|Fantastic experience. Ben and his place are exceptional as advertised.|Place was great. Good location. Nice, clean, and comfortable. Ben was really helpful.|No surprises. Nice place.|Cozy luxury Apt near prudential Center|Fenway|Entire home/apt|https://a0.muscache.com/im/pictures/fea99b50-2eb8-47fc-ab18-bc19e1e97c0a.jpg?aki_policy=large|https://www.airbnb.com/rooms/14274311
1038465|!,,Robert ,Jacky,!|Great location- perfect home base for a two day walking tour around Boston. Room was as described.|Anothet night at Robert house, great host and great location.|Robert's place is conveniently located close to the Back Bay station and Copley Place. The room was large and the wifi was great. Very interesting house, with hundreds of books lining the halls. Only complaint was that the water in the bathroom sink was a bit weak.|Great location and quiet neighborhood. |HANCOCK TOWERCOPLEY ROOM|South End|Private room|https://a0.muscache.com/im/pictures/38143869/dc78d4d7_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1038465
318050|Great hosts, very friendly and attentive!|Thiago and Niles were so amazing!  There house is located in the beautiful South End area, which is near the Back Bay area.  They have a beautiful place, and i felt so welcomed at their home.  Thiago was so welcoming and Niles was very helpful and resourceful on the neighborhoods in Boston.  These guys are great and would definitely stay at their place again!|Thiago and Niles were there to greet us upon our delayed arrival. They were so nice and hospitable. Their home is lovely and comfortable. The perfect place for a Boston getaway!|Vielen Dank Thiago  Niles. Wir haben es genossen auf der Terasse zu sitzen und zu essen und den Tag ruhig starten zu lassen. Alle Angaben, die in der Anzeige gemacht wurden haben bereingestimmt. Wir haben uns wohl gefhlt und knnen jedem nur die Unterkunft bei Thiago  Niles empfehlen.|Thiago and Niles are excellent and jovial hosts! They were extremely accommodating and stayed up late to meet me and my friend due to Friday night traffic. We had excellent conversation, they have many suggestions for surrounding venues, and they even made us breakfast on Saturday and Sunday! Their newly renovated bathroom is massive and beautiful. Thanks!! |So End Rm by Prudential  Back Bay|South End|Private room|https://a0.muscache.com/im/pictures/3883711/8a74c6b3_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/318050
11924459|Accoglienza perfetta!Beth e suo marito sono stati molto gentili e disponibili. Ottima posizione per visitare Boston!|This was a great place to stay!  Beth was great!  |We stayed 3 nights at Beth's and enjoyed our stay.  Its a great, quiet location in the North End with lots of great restaurants and a short walk to many of the tourist attractions.   Beth was very informative and having coffee and breakfast goodies in the room were a great way to start the day!  Would recommend Beth's place.|The North End was a great location to stay in. |Great place! Loved the location! So close to EVERYTHING!|Little Italy, Private entrance|North End|Private room|https://a0.muscache.com/im/pictures/a18380d3-8e68-40c6-afdb-2118f27fed86.jpg?aki_policy=large|https://www.airbnb.com/rooms/11924459
7330494|Katarzyna was a wonderful host. She made me feel welcome and her apartment was perfect. Clean, comfortable, and inviting- and Boston is an amazing city! I would definitely recommend staying here.|Great apartment, cute backyard and just two blocks from the T! We enjoyed our stay!|Katarzyna meet us when we arrived. She was the perfect hostess. This was the best location. We were able to park our car and take advantage of the T line nearby. The place was cozy and very clean. I would be back for my next Boston visit. |Top Place in a Perfect Location|Katarzyna was extremely nice, very cordial and the apartment was exactly as advertised. I've already told her that I plan to stay there, the next time I'm in the Boston area! |Private aptw parkingcozy garden|South Boston|Entire home/apt|https://a0.muscache.com/im/pictures/93012140/18941619_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/7330494
